          table_name          |          column_name          |        data_type         
 school_zones                 | objectid                      | integer
 school_zones                 | school_id                     | integer
 school_zones                 | school_name                   | character varying
 school_zones                 | office                        | character varying
 school_zones                 | approval_date                 | bigint
 school_zones                 | effective_date                | bigint
 school_zones                 | institution_type              | character varying
 school_zones                 | shape__area                   | double precision
 school_zones                 | shape__length                 | double precision
 schools                      | school_id                     | integer
 schools                      | org_name                      | text
 schools                      | telephone                     | text
 schools                      | email                         | text
 schools                      | contact_name                  | text
 schools                      | url                           | text
 schools                      | address_line1                 | text
 schools                      | suburb                        | text
 schools                      | city                          | text
 schools                      | postal_address                | text
 schools                      | postal_suburb                 | text
 schools                      | postal_city                   | text
 schools                      | postal_code                   | text
 schools                      | urban_rural                   | text
 schools                      | org_type                      | text
 schools                      | definition                    | text
 schools                      | authority                     | text
 schools                      | school_donations              | text
 schools                      | coed_status                   | text
 schools                      | takiwa                        | text
 schools                      | territorial_authority         | text
 schools                      | regional_council              | text
 schools                      | education_region              | text
 schools                      | general_electorate            | text
 schools                      | maori_electorate              | text
 schools                      | sa2_code                      | text
 schools                      | sa2_description               | text
 schools                      | ward                          | text
 schools                      | latitude                      | double precision
 schools                      | longitude                     | double precision
 schools                      | enrolment_scheme              | text
 schools                      | eqi_index                     | integer
 schools                      | roll_date                     | date
 schools                      | total_roll                    | integer
 schools                      | european                      | integer
 schools                      | maori                         | integer
 schools                      | pacific                       | integer
 schools                      | asian                         | integer
 schools                      | melaa                         | integer
 schools                      | other_ethnicity               | integer
 schools                      | international                 | integer
 schools                      | isolation_index               | double precision
 schools                      | language_of_instruction       | text
 schools                      | boarding_facilities           | text
 schools                      | cohort_entry                  | text
 schools                      | status                        | text
 schools                      | date_opened                   | date
 schools                      | geom                          | USER-DEFINED
 significant_ecological_areas | id                            | integer
 significant_ecological_areas | name                          | text
 significant_ecological_areas | schedule                      | text
 significant_ecological_areas | eco_type                      | text
 significant_ecological_areas | source_council                | character varying
 significant_ecological_areas | geom                          | USER-DEFINED
 slope_failure                | id                            | integer
 slope_failure                | lskey                         | text
 slope_failure                | severity                      | text
 slope_failure                | geom                          | USER-DEFINED
 slope_failure                | source_council                | character varying
 slope_failure_zones          | ogc_fid                       | integer
 slope_failure_zones          | geom                          | USER-DEFINED
 slope_failure_zones          | objectid                      | integer
 slope_failure_zones          | lskey                         | integer
 slope_failure_zones          | severity                      | character varying
 slope_failure_zones          | shape_length                  | double precision
 slope_failure_zones          | shape_area                    | double precision
 slope_failure_zones          | susceptibility                | character varying
 special_character_areas      | id                            | integer
 special_character_areas      | name                          | text
 special_character_areas      | schedule                      | text
 special_character_areas      | character_type                | text
 special_character_areas      | source_council                | character varying
 special_character_areas      | geom                          | USER-DEFINED
 stormwater_management_area   | id                            | integer
 stormwater_management_area   | control_type                  | text
 stormwater_management_area   | area_name                     | text
 stormwater_management_area   | source_council                | character varying
 stormwater_management_area   | geom                          | USER-DEFINED
 transit_stop_frequency       | stop_id                       | text
 transit_stop_frequency       | peak_trips_per_hour           | numeric
 transit_stops                | stop_id                       | text
 transit_stops                | stop_code                     | text
 transit_stops                | stop_name                     | text
 transit_stops                | stop_desc                     | text
 transit_stops                | stop_lat                      | double precision
 transit_stops                | stop_lon                      | double precision
 transit_stops                | zone_id                       | text
 transit_stops                | location_type                 | integer
 transit_stops                | parent_station                | text
 transit_stops                | geom                          | USER-DEFINED
 transit_stops                | source                        | character varying
 transit_stops                | mode_type                     | character varying
 transit_travel_times         | id                            | integer
 transit_travel_times         | stop_id                       | text
 transit_travel_times         | destination                   | text
 transit_travel_times         | min_minutes                   | numeric
 transit_travel_times         | route_names                   | ARRAY
 transit_travel_times         | peak_window                   | text
 transmission_lines           | ogc_fid                       | integer
 transmission_lines           | geom                          | USER-DEFINED
 transmission_lines           | objectid                      | integer
 transmission_lines           | mxlocation                    | character varying
 transmission_lines           | designvolt                    | character varying
 transmission_lines           | status                        | character varying
 transmission_lines           | description                   | character varying
 transmission_lines           | type                          | character varying
 transmission_lines           | symbol                        | character varying
 transmission_lines           | globalid                      | character varying
 transmission_lines           | shape__length                 | double precision
 tsunami_hazard               | id                            | integer
 tsunami_hazard               | name                          | text
 tsunami_hazard               | hazard_ranking                | text
 tsunami_hazard               | scenario                      | text
 tsunami_hazard               | return_period                 | text
 tsunami_hazard               | layer_id                      | integer
 tsunami_hazard               | geom                          | USER-DEFINED
 tsunami_hazard               | source_council                | character varying
 tsunami_zones                | objectid                      | integer
 tsunami_zones                | geom                          | USER-DEFINED
 tsunami_zones                | zone_class                    | smallint
 tsunami_zones                | col_code                      | character varying
 tsunami_zones                | evac_zone                     | character varying
 tsunami_zones                | location                      | character varying
 tsunami_zones                | info                          | character varying
 tsunami_zones                | heights                       | character varying
 tsunami_zones                | shape_length                  | double precision
 tsunami_zones                | shape_area                    | double precision
 tsunami_zones                | source_council                | text
 user_budget_inputs           | id                            | integer
 user_budget_inputs           | address_id                    | integer
 user_budget_inputs           | sa2_code                      | text
 user_budget_inputs           | persona                       | text
 user_budget_inputs           | purchase_price                | integer
 user_budget_inputs           | deposit_pct                   | numeric
 user_budget_inputs           | interest_rate                 | numeric
 user_budget_inputs           | loan_term                     | integer
 user_budget_inputs           | rates_override                | numeric
 user_budget_inputs           | insurance_override            | numeric
 user_budget_inputs           | utilities_override            | numeric
 user_budget_inputs           | maintenance_override          | numeric
 user_budget_inputs           | weekly_rent                   | integer
 user_budget_inputs           | room_only                     | boolean
 user_budget_inputs           | household_size                | smallint
 user_budget_inputs           | contents_insurance_override   | numeric
 user_budget_inputs           | transport_override            | numeric
 user_budget_inputs           | food_override                 | numeric
 user_budget_inputs           | annual_income                 | integer
 user_budget_inputs           | ip_hash                       | text
 user_budget_inputs           | reported_at                   | timestamp with time zone
 user_rent_reports            | id                            | integer
 user_rent_reports            | address_id                    | bigint
 user_rent_reports            | building_address              | text
 user_rent_reports            | sa2_code                      | character varying
 user_rent_reports            | dwelling_type                 | character varying
 user_rent_reports            | bedrooms                      | character varying
 user_rent_reports            | reported_rent                 | integer
 user_rent_reports            | is_outlier                    | boolean
 user_rent_reports            | reported_at                   | timestamp with time zone
 user_rent_reports            | ip_hash                       | character varying
 user_rent_reports            | source                        | character varying
 users                        | user_id                       | text
 users                        | email                         | text
 users                        | display_name                  | text
 users                        | plan                          | text
 users                        | created_at                    | timestamp with time zone
 users                        | updated_at                    | timestamp with time zone
 v_address_air_quality        | address_id                    | integer
 v_address_air_quality        | air_site_name                 | text
 v_address_air_quality        | pm10_trend                    | text
 v_address_air_quality        | pm25_trend                    | text
 v_address_air_quality        | air_distance_m                | numeric
 v_address_building           | address_id                    | integer
 v_address_building           | building_use                  | character varying
 v_address_building           | footprint_sqm                 | numeric
 v_address_climate            | address_id                    | integer
 v_address_climate            | temp_change                   | double precision
 v_address_climate            | precip_change_pct             | double precision
 v_address_climate            | frost_day_change              | double precision
 v_address_climate            | hot_day_change                | double precision
 v_address_contamination      | address_id                    | integer
 v_address_contamination      | contam_site_name              | text
 v_address_contamination      | anzecc_category               | text
 v_address_contamination      | contam_distance_m             | numeric
 v_address_contamination      | contam_count_2km              | integer
 v_address_earthquakes        | address_id                    | integer
 v_address_earthquakes        | earthquake_count_30km         | integer
 v_address_epb                | address_id                    | integer
 v_address_epb                | epb_count_300m                | integer
 v_address_hazards            | address_id                    | integer
 v_address_hazards            | flood_label                   | character varying
 v_address_hazards            | tsunami_zone_class            | smallint
 v_address_hazards            | tsunami_evac_zone             | character varying
 v_address_hazards            | liquefaction_class            | character varying
 v_address_hazards            | wind_zone                     | character varying
 v_address_hazards            | coastal_exposure              | character varying
 v_address_noise              | address_id                    | integer
 v_address_noise              | road_noise_db                 | integer
 v_address_nzdep              | address_id                    | integer
 v_address_nzdep              | nzdep_decile                  | integer
 v_address_planning           | address_id                    | integer
 v_address_planning           | zone_name                     | text
 v_address_planning           | zone_code                     | text
 v_address_planning           | zone_category                 | text
 v_address_planning           | max_height_m                  | double precision
 v_address_sa2                | address_id                    | integer
 v_address_sa2                | sa2_code                      | character varying
 v_address_sa2                | sa2_name                      | character varying
 v_address_sa2                | ta_name                       | character varying
 v_address_title              | address_id                    | integer
 v_address_title              | title_no                      | character varying
 v_address_title              | estate_description            | character varying
 v_address_title              | title_type                    | character varying
 v_address_title              | number_owners                 | bigint
 v_address_transmission       | address_id                    | integer
 v_address_transmission       | designvolt                    | character varying
 v_address_transmission       | line_description              | character varying
 v_address_transmission       | transmission_distance_m       | numeric
 v_address_water_quality      | address_id                    | integer
 v_address_water_quality      | water_site_name               | text
 v_address_water_quality      | ecoli_band                    | text
 v_address_water_quality      | ammonia_band                  | text
 v_address_water_quality      | nitrate_band                  | text
 v_address_water_quality      | drp_band                      | text
 v_address_water_quality      | clarity_band                  | text
 v_address_water_quality      | water_distance_m              | numeric
 v_address_wildfire           | address_id                    | integer
 v_address_wildfire           | vhe_days                      | real
 v_address_wildfire           | wildfire_trend                | text
 viewshafts                   | id                            | integer
 viewshafts                   | dp_ref                        | text
 viewshafts                   | name                          | text
 viewshafts                   | description                   | text
 viewshafts                   | significance                  | text
 viewshafts                   | focal_elements                | text
 viewshafts                   | geom                          | USER-DEFINED
 viewshafts                   | source_council                | character varying
 water_quality_sites          | id                            | integer
 water_quality_sites          | lawa_id                       | text
 water_quality_sites          | site_name                     | text
 water_quality_sites          | catchment                     | text
 water_quality_sites          | region                        | text
 water_quality_sites          | agency                        | text
 water_quality_sites          | ecoli_band                    | text
 water_quality_sites          | ammonia_band                  | text
 water_quality_sites          | nitrate_band                  | text
 water_quality_sites          | drp_band                      | text
 water_quality_sites          | clarity_band                  | text
 water_quality_sites          | geom                          | USER-DEFINED
 wcc_fault_zones              | id                            | integer
 wcc_fault_zones              | name                          | text
 wcc_fault_zones              | hazard_ranking                | text
 wcc_fault_zones              | fault_complexity              | text
 wcc_fault_zones              | ri_class                      | text
 wcc_fault_zones              | layer_id                      | integer
 wcc_fault_zones              | geom                          | USER-DEFINED
 wcc_flood_hazard             | id                            | integer
 wcc_flood_hazard             | name                          | text
 wcc_flood_hazard             | hazard_ranking                | text
 wcc_flood_hazard             | hazard_type                   | text
 wcc_flood_hazard             | layer_id                      | integer
 wcc_flood_hazard             | geom                          | USER-DEFINED
 wcc_rates_cache              | valuation_number              | text
 wcc_rates_cache              | rate_account_number           | integer
 wcc_rates_cache              | address                       | text
 wcc_rates_cache              | identifier                    | text
 wcc_rates_cache              | rating_category               | text
 wcc_rates_cache              | billing_code                  | text
 wcc_rates_cache              | legal_description             | text
 wcc_rates_cache              | valued_land_area              | integer
 wcc_rates_cache              | has_water_meter               | boolean
 wcc_rates_cache              | capital_value                 | integer
 wcc_rates_cache              | land_value                    | integer
 wcc_rates_cache              | improvements_value            | integer
 wcc_rates_cache              | valuation_date                | date
 wcc_rates_cache              | total_rates                   | numeric
 wcc_rates_cache              | rates_period                  | text
 wcc_rates_cache              | valuations                    | jsonb
 wcc_rates_cache              | levies                        | jsonb
 wcc_rates_cache              | fetched_at                    | timestamp with time zone
 wcc_rates_cache              | created_at                    | timestamp with time zone
 wcc_solar_radiation          | id                            | integer
 wcc_solar_radiation          | mean_yearly_solar             | numeric
 wcc_solar_radiation          | max_yearly_solar              | numeric
 wcc_solar_radiation          | approx_height                 | numeric
 wcc_solar_radiation          | geom                          | USER-DEFINED
 wcc_solar_radiation          | source_council                | character varying
 wcc_tsunami_hazard           | id                            | integer
 wcc_tsunami_hazard           | name                          | text
 wcc_tsunami_hazard           | hazard_ranking                | text
 wcc_tsunami_hazard           | scenario                      | text
 wcc_tsunami_hazard           | return_period                 | text
 wcc_tsunami_hazard           | layer_id                      | integer
 wcc_tsunami_hazard           | geom                          | USER-DEFINED
 weather_events               | id                            | integer
 weather_events               | event_date                    | date
 weather_events               | event_type                    | text
 weather_events               | severity                      | text
 weather_events               | title                         | text
 weather_events               | description                   | text
 weather_events               | precipitation_mm              | real
 weather_events               | wind_gust_kmh                 | real
 weather_events               | temp_max_c                    | real
 weather_events               | temp_min_c                    | real
 weather_events               | weather_code                  | integer
 weather_events               | lat                           | double precision
 weather_events               | lng                           | double precision
 weather_events               | geom                          | USER-DEFINED
 wildfire_risk                | id                            | integer
 wildfire_risk                | site                          | text
 wildfire_risk                | fuel_type                     | text
 wildfire_risk                | ten_year_mean                 | real
 wildfire_risk                | quantile                      | text
 wildfire_risk                | slope_decade                  | real
 wildfire_risk                | trend_likelihood              | text
 wildfire_risk                | geom                          | USER-DEFINED
 wind_zones                   | ogc_fid                       | integer
 wind_zones                   | geom                          | USER-DEFINED
 wind_zones                   | objectid                      | integer
 wind_zones                   | zone_name                     | character varying
 wind_zones                   | ta                            | character varying
 wind_zones                   | shape_length                  | double precision
 wind_zones                   | shape_area                    | double precision
 wind_zones                   | zone_title                    | character varying
(1273 rows)

